cohort,quarter,date,day_of_quarter,downloads,cum_downloads
control,2022Q2,2022-05-22,52,326772,54387680
control,2022Q2,2022-05-23,53,1413136,55800816
control,2022Q2,2022-05-24,54,1534915,57335731
control,2022Q2,2022-05-25,55,1503030,58838761
control,2022Q2,2022-05-26,56,1319766,60158527
control,2022Q2,2022-05-27,57,1177991,61336518
control,2022Q2,2022-05-28,58,313810,61650328
control,2022Q2,2022-05-29,59,332317,61982645
control,2022Q2,2022-05-30,60,1205405,63188050
control,2022Q2,2022-05-31,61,1501217,64689267
control,2022Q2,2022-06-01,62,1524581,66213848
control,2022Q2,2022-06-02,63,1465148,67678996
control,2022Q2,2022-06-03,64,1249454,68928450
control,2022Q2,2022-06-04,65,348622,69277072
control,2022Q2,2022-06-05,66,327123,69604195
control,2022Q2,2022-06-06,67,1370817,70975012
control,2022Q2,2022-06-07,68,1577582,72552594
control,2022Q2,2022-06-08,69,1564863,74117457
control,2022Q2,2022-06-09,70,1511596,75629053
control,2022Q2,2022-06-10,71,1236364,76865417
control,2022Q2,2022-06-11,72,324697,77190114
control,2022Q2,2022-06-12,73,302662,77492776
control,2022Q2,2022-06-13,74,1342510,78835286
control,2022Q2,2022-06-14,75,1575508,80410794
control,2022Q2,2022-06-15,76,1549945,81960739
control,2022Q2,2022-06-16,77,1427927,83388666
control,2022Q2,2022-06-17,78,1221077,84609743
control,2022Q2,2022-06-18,79,335849,84945592
control,2022Q2,2022-06-19,80,334605,85280197
control,2022Q2,2022-06-20,81,1279721,86559918
control,2022Q2,2022-06-21,82,1494884,88054802
control,2022Q2,2022-06-22,83,1557089,89611891
control,2022Q2,2022-06-23,84,1512002,91123893
control,2022Q2,2022-06-24,85,1257258,92381151
control,2022Q2,2022-06-25,86,305972,92687123
control,2022Q2,2022-06-26,87,332173,93019296
control,2022Q2,2022-06-27,88,1496943,94516239
control,2022Q2,2022-06-28,89,1622889,96139128
control,2022Q2,2022-06-29,90,1560473,97699601
control,2022Q2,2022-06-30,91,1469201,99168802
control,2022Q3,2022-07-01,1,1239009,1239009
control,2022Q3,2022-07-02,2,292228,1531237
control,2022Q3,2022-07-03,3,317704,1848941
control,2022Q3,2022-07-04,4,1162036,3010977
control,2022Q3,2022-07-05,5,1421525,4432502
control,2022Q3,2022-07-06,6,1490747,5923249
control,2022Q3,2022-07-07,7,1451277,7374526
control,2022Q3,2022-07-08,8,1279312,8653838
control,2022Q3,2022-07-09,9,329302,8983140
control,2022Q3,2022-07-10,10,329747,9312887
control,2022Q3,2022-07-11,11,1491369,10804256
control,2022Q3,2022-07-12,12,1540964,12345220
control,2022Q3,2022-07-13,13,1526363,13871583
control,2022Q3,2022-07-14,14,1473350,15344933
control,2022Q3,2022-07-15,15,1309038,16653971
control,2022Q3,2022-07-16,16,384251,17038222
control,2022Q3,2022-07-17,17,412454,17450676
control,2022Q3,2022-07-18,18,1532092,18982768
control,2022Q3,2022-07-19,19,1631815,20614583
control,2022Q3,2022-07-20,20,1619940,22234523
control,2022Q3,2022-07-21,21,1551810,23786333
control,2022Q3,2022-07-22,22,0,23786333
control,2022Q3,2022-07-23,23,327524,24113857
control,2022Q3,2022-07-24,24,306968,24420825
control,2022Q3,2022-07-25,25,1526991,25947816
control,2022Q3,2022-07-26,26,1635637,27583453
control,2022Q3,2022-07-27,27,1625372,29208825
control,2022Q3,2022-07-28,28,1566968,30775793
control,2022Q3,2022-07-29,29,1327643,32103436
control,2022Q3,2022-07-30,30,330631,32434067
control,2022Q3,2022-07-31,31,323231,32757298
control,2022Q3,2022-08-01,32,1484457,34241755
control,2022Q3,2022-08-02,33,1599693,35841448
control,2022Q3,2022-08-03,34,1652403,37493851
control,2022Q3,2022-08-04,35,1577924,39071775
control,2022Q3,2022-08-05,36,1309328,40381103
control,2022Q3,2022-08-06,37,298353,40679456
control,2022Q3,2022-08-07,38,302718,40982174
control,2022Q3,2022-08-08,39,1458067,42440241
control,2022Q3,2022-08-09,40,1552085,43992326
control,2022Q3,2022-08-10,41,1575003,45567329
control,2022Q3,2022-08-11,42,1546168,47113497
control,2022Q3,2022-08-12,43,1273934,48387431
control,2022Q3,2022-08-13,44,305666,48693097
control,2022Q3,2022-08-14,45,303751,48996848
control,2022Q3,2022-08-15,46,1331890,50328738
control,2022Q3,2022-08-16,47,1622663,51951401
control,2022Q3,2022-08-17,48,1593996,53545397
control,2022Q3,2022-08-18,49,1534661,55080058
control,2022Q3,2022-08-19,50,1346415,56426473
control,2022Q3,2022-08-20,51,318098,56744571
control,2022Q3,2022-08-21,52,314830,57059401
control,2022Q3,2022-08-22,53,1551552,58610953
control,2022Q3,2022-08-23,54,1697866,60308819
control,2022Q3,2022-08-24,55,1690312,61999131
control,2022Q3,2022-08-25,56,1689265,63688396
control,2022Q3,2022-08-26,57,1419068,65107464
control,2022Q3,2022-08-27,58,341374,65448838
control,2022Q3,2022-08-28,59,341253,65790091
control,2022Q3,2022-08-29,60,1489827,67279918
control,2022Q3,2022-08-30,61,1601519,68881437
control,2022Q3,2022-08-31,62,1655353,70536790
control,2022Q3,2022-09-01,63,1655358,72192148
control,2022Q3,2022-09-02,64,1333907,73526055
control,2022Q3,2022-09-03,65,311427,73837482
control,2022Q3,2022-09-04,66,317776,74155258
control,2022Q3,2022-09-05,67,1218909,75374167
control,2022Q3,2022-09-06,68,1610512,76984679
control,2022Q3,2022-09-07,69,1561095,78545774
control,2022Q3,2022-09-08,70,1579353,80125127
control,2022Q3,2022-09-09,71,1311058,81436185
control,2022Q3,2022-09-10,72,320722,81756907
control,2022Q3,2022-09-11,73,322442,82079349
control,2022Q3,2022-09-12,74,1486529,83565878
control,2022Q3,2022-09-13,75,1625444,85191322
control,2022Q3,2022-09-14,76,1600898,86792220
control,2022Q3,2022-09-15,77,1557458,88349678
control,2022Q3,2022-09-16,78,1395279,89744957
control,2022Q3,2022-09-17,79,325712,90070669
control,2022Q3,2022-09-18,80,342132,90412801
control,2022Q3,2022-09-19,81,1458881,91871682
control,2022Q3,2022-09-20,82,1844748,93716430
control,2022Q3,2022-09-21,83,1644604,95361034
control,2022Q3,2022-09-22,84,1521596,96882630
control,2022Q3,2022-09-23,85,1334172,98216802
control,2022Q3,2022-09-24,86,321568,98538370
control,2022Q3,2022-09-25,87,307267,98845637
control,2022Q3,2022-09-26,88,1581993,100427630
control,2022Q3,2022-09-27,89,1605412,102033042
control,2022Q3,2022-09-28,90,1670167,103703209
control,2022Q3,2022-09-29,91,1619964,105323173
control,2022Q3,2022-09-30,92,1352012,106675185
control,2022Q4,2022-10-01,1,356539,356539
control,2022Q4,2022-10-02,2,314252,670791
control,2022Q4,2022-10-03,3,1416222,2087013
control,2022Q4,2022-10-04,4,1599370,3686383
control,2022Q4,2022-10-05,5,1508467,5194850
control,2022Q4,2022-10-06,6,1589821,6784671
control,2022Q4,2022-10-07,7,1374053,8158724
control,2022Q4,2022-10-08,8,347511,8506235
control,2022Q4,2022-10-09,9,328434,8834669
control,2022Q4,2022-10-10,10,1363660,10198329
control,2022Q4,2022-10-11,11,1662501,11860830
control,2022Q4,2022-10-12,12,1596240,13457070
control,2022Q4,2022-10-13,13,1638851,15095921
control,2022Q4,2022-10-14,14,1398298,16494219
control,2022Q4,2022-10-15,15,342128,16836347
control,2022Q4,2022-10-16,16,313431,17149778
control,2022Q4,2022-10-17,17,1571553,18721331
control,2022Q4,2022-10-18,18,1673366,20394697
control,2022Q4,2022-10-19,19,1655475,22050172
control,2022Q4,2022-10-20,20,1593799,23643971
control,2022Q4,2022-10-21,21,1373527,25017498
control,2022Q4,2022-10-22,22,309228,25326726
control,2022Q4,2022-10-23,23,331688,25658414
control,2022Q4,2022-10-24,24,1601166,27259580
control,2022Q4,2022-10-25,25,1783641,29043221
control,2022Q4,2022-10-26,26,1735992,30779213
control,2022Q4,2022-10-27,27,1774864,32554077
control,2022Q4,2022-10-28,28,1472830,34026907
control,2022Q4,2022-10-29,29,348605,34375512
control,2022Q4,2022-10-30,30,361814,34737326
control,2022Q4,2022-10-31,31,1555690,36293016
control,2022Q4,2022-11-01,32,1595711,37888727
control,2022Q4,2022-11-02,33,1741080,39629807
control,2022Q4,2022-11-03,34,1722485,41352292
control,2022Q4,2022-11-04,35,1466522,42818814
control,2022Q4,2022-11-05,36,355342,43174156
control,2022Q4,2022-11-06,37,411379,43585535
control,2022Q4,2022-11-07,38,1740050,45325585
control,2022Q4,2022-11-08,39,1908073,47233658
control,2022Q4,2022-11-09,40,1891701,49125359
control,2022Q4,2022-11-10,41,1761061,50886420
control,2022Q4,2022-11-11,42,1277430,52163850
control,2022Q4,2022-11-12,43,340250,52504100
control,2022Q4,2022-11-13,44,363853,52867953
control,2022Q4,2022-11-14,45,1722857,54590810
control,2022Q4,2022-11-15,46,1843585,56434395
control,2022Q4,2022-11-16,47,1845572,58279967
control,2022Q4,2022-11-17,48,1839519,60119486
control,2022Q4,2022-11-18,49,1526625,61646111
control,2022Q4,2022-11-19,50,375923,62022034
control,2022Q4,2022-11-20,51,371734,62393768
control,2022Q4,2022-11-21,52,1649073,64042841
control,2022Q4,2022-11-22,53,1780816,65823657
control,2022Q4,2022-11-23,54,1665762,67489419
control,2022Q4,2022-11-24,55,1320839,68810258
control,2022Q4,2022-11-25,56,1041153,69851411
control,2022Q4,2022-11-26,57,288559,70139970
control,2022Q4,2022-11-27,58,330980,70470950
control,2022Q4,2022-11-28,59,1563033,72033983
control,2022Q4,2022-11-29,60,1753185,73787168
control,2022Q4,2022-11-30,61,1698623,75485791
control,2022Q4,2022-12-01,62,1748784,77234575
control,2022Q4,2022-12-02,63,1480027,78714602
control,2022Q4,2022-12-03,64,370763,79085365
control,2022Q4,2022-12-04,65,369210,79454575
control,2022Q4,2022-12-05,66,1642286,81096861
control,2022Q4,2022-12-06,67,1773593,82870454
control,2022Q4,2022-12-07,68,1740963,84611417
control,2022Q4,2022-12-08,69,1744140,86355557
control,2022Q4,2022-12-09,70,1429073,87784630
control,2022Q4,2022-12-10,71,359161,88143791
control,2022Q4,2022-12-11,72,358504,88502295
control,2022Q4,2022-12-12,73,1670784,90173079
control,2022Q4,2022-12-13,74,1779792,91952871
control,2022Q4,2022-12-14,75,1719733,93672604
control,2022Q4,2022-12-15,76,1676071,95348675
control,2022Q4,2022-12-16,77,1412993,96761668
control,2022Q4,2022-12-17,78,362898,97124566
control,2022Q4,2022-12-18,79,344532,97469098
control,2022Q4,2022-12-19,80,1517127,98986225
control,2022Q4,2022-12-20,81,1606445,100592670
control,2022Q4,2022-12-21,82,1466882,102059552
control,2022Q4,2022-12-22,83,1350342,103409894
control,2022Q4,2022-12-23,84,942163,104352057
control,2022Q4,2022-12-24,85,270144,104622201
control,2022Q4,2022-12-25,86,267482,104889683
control,2022Q4,2022-12-26,87,589158,105478841
control,2022Q4,2022-12-27,88,808089,106286930
control,2022Q4,2022-12-28,89,853331,107140261
control,2022Q4,2022-12-29,90,806782,107947043
control,2022Q4,2022-12-30,91,637714,108584757
control,2022Q4,2022-12-31,92,255682,108840439
control,2023Q1,2023-01-01,1,319721,319721
control,2023Q1,2023-01-02,2,732962,1052683
control,2023Q1,2023-01-03,3,1389658,2442341
control,2023Q1,2023-01-04,4,1495319,3937660
control,2023Q1,2023-01-05,5,1501651,5439311
control,2023Q1,2023-01-06,6,1267128,6706439
control,2023Q1,2023-01-07,7,373481,7079920
control,2023Q1,2023-01-08,8,362698,7442618
control,2023Q1,2023-01-09,9,1592744,9035362
control,2023Q1,2023-01-10,10,1726631,10761993
control,2023Q1,2023-01-11,11,1789184,12551177
control,2023Q1,2023-01-12,12,1769183,14320360
control,2023Q1,2023-01-13,13,1512374,15832734
control,2023Q1,2023-01-14,14,374932,16207666
control,2023Q1,2023-01-15,15,382037,16589703
control,2023Q1,2023-01-16,16,1407063,17996766
control,2023Q1,2023-01-17,17,1674900,19671666
control,2023Q1,2023-01-18,18,1719286,21390952
control,2023Q1,2023-01-19,19,1661017,23051969
control,2023Q1,2023-01-20,20,1478999,24530968
control,2023Q1,2023-01-21,21,356831,24887799
control,2023Q1,2023-01-22,22,361298,25249097
control,2023Q1,2023-01-23,23,1607148,26856245
control,2023Q1,2023-01-24,24,1718200,28574445
control,2023Q1,2023-01-25,25,1706806,30281251
control,2023Q1,2023-01-26,26,1617581,31898832
control,2023Q1,2023-01-27,27,1486333,33385165
control,2023Q1,2023-01-28,28,406498,33791663
control,2023Q1,2023-01-29,29,417630,34209293
control,2023Q1,2023-01-30,30,1714176,35923469
control,2023Q1,2023-01-31,31,1943806,37867275
control,2023Q1,2023-02-01,32,1920272,39787547
control,2023Q1,2023-02-02,33,1862842,41650389
control,2023Q1,2023-02-03,34,1622518,43272907
control,2023Q1,2023-02-04,35,420675,43693582
control,2023Q1,2023-02-05,36,385024,44078606
control,2023Q1,2023-02-06,37,1764371,45842977
control,2023Q1,2023-02-07,38,1915502,47758479
control,2023Q1,2023-02-08,39,1880796,49639275
control,2023Q1,2023-02-09,40,1846348,51485623
control,2023Q1,2023-02-10,41,1635879,53121502
control,2023Q1,2023-02-11,42,402693,53524195
control,2023Q1,2023-02-12,43,398986,53923181
control,2023Q1,2023-02-13,44,1838364,55761545
control,2023Q1,2023-02-14,45,1959268,57720813
control,2023Q1,2023-02-15,46,1915358,59636171
control,2023Q1,2023-02-16,47,1850166,61486337
control,2023Q1,2023-02-17,48,1655952,63142289
control,2023Q1,2023-02-18,49,405000,63547289
control,2023Q1,2023-02-19,50,388464,63935753
control,2023Q1,2023-02-20,51,1505276,65441029
control,2023Q1,2023-02-21,52,1850035,67291064
control,2023Q1,2023-02-22,53,1913550,69204614
control,2023Q1,2023-02-23,54,1853212,71057826
control,2023Q1,2023-02-24,55,1616953,72674779
control,2023Q1,2023-02-25,56,410089,73084868
control,2023Q1,2023-02-26,57,390264,73475132
control,2023Q1,2023-02-27,58,1746427,75221559
control,2023Q1,2023-02-28,59,1842227,77063786
control,2023Q1,2023-03-01,60,1949789,79013575
control,2023Q1,2023-03-02,61,1903299,80916874
control,2023Q1,2023-03-03,62,1655336,82572210
control,2023Q1,2023-03-04,63,421345,82993555
control,2023Q1,2023-03-05,64,386048,83379603
control,2023Q1,2023-03-06,65,1856774,85236377
control,2023Q1,2023-03-07,66,1996506,87232883
control,2023Q1,2023-03-08,67,1833063,89065946
control,2023Q1,2023-03-09,68,1966211,91032157
control,2023Q1,2023-03-10,69,1677547,92709704
control,2023Q1,2023-03-11,70,424501,93134205
control,2023Q1,2023-03-12,71,403592,93537797
control,2023Q1,2023-03-13,72,1938703,95476500
control,2023Q1,2023-03-14,73,1999876,97476376
control,2023Q1,2023-03-15,74,2001932,99478308
control,2023Q1,2023-03-16,75,1932547,101410855
control,2023Q1,2023-03-17,76,1611805,103022660
control,2023Q1,2023-03-18,77,386161,103408821
control,2023Q1,2023-03-19,78,394814,103803635
control,2023Q1,2023-03-20,79,1897349,105700984
control,2023Q1,2023-03-21,80,1972394,107673378
control,2023Q1,2023-03-22,81,1955030,109628408
control,2023Q1,2023-03-23,82,1928663,111557071
control,2023Q1,2023-03-24,83,1715598,113272669
control,2023Q1,2023-03-25,84,399128,113671797
control,2023Q1,2023-03-26,85,403746,114075543
control,2023Q1,2023-03-27,86,1887907,115963450
control,2023Q1,2023-03-28,87,2027671,117991121
control,2023Q1,2023-03-29,88,1961539,119952660
control,2023Q1,2023-03-30,89,1978871,121931531
control,2023Q1,2023-03-31,90,1679430,123610961
control,2023Q2,2023-04-01,1,430962,430962
control,2023Q2,2023-04-02,2,395598,826560
control,2023Q2,2023-04-03,3,1931181,2757741
control,2023Q2,2023-04-04,4,1972810,4730551
control,2023Q2,2023-04-05,5,1890939,6621490
control,2023Q2,2023-04-06,6,1773631,8395121
control,2023Q2,2023-04-07,7,1174010,9569131
control,2023Q2,2023-04-08,8,368020,9937151
control,2023Q2,2023-04-09,9,360160,10297311
control,2023Q2,2023-04-10,10,1374307,11671618
control,2023Q2,2023-04-11,11,1964116,13635734
control,2023Q2,2023-04-12,12,1956317,15592051
control,2023Q2,2023-04-13,13,1929196,17521247
control,2023Q2,2023-04-14,14,1632174,19153421
control,2023Q2,2023-04-15,15,395185,19548606
control,2023Q2,2023-04-16,16,398558,19947164
control,2023Q2,2023-04-17,17,1844506,21791670
control,2023Q2,2023-04-18,18,1949283,23740953
control,2023Q2,2023-04-19,19,1882718,25623671
control,2023Q2,2023-04-20,20,1840630,27464301
control,2023Q2,2023-04-21,21,1547839,29012140
control,2023Q2,2023-04-22,22,384164,29396304
control,2023Q2,2023-04-23,23,422654,29818958
control,2023Q2,2023-04-24,24,1830949,31649907
control,2023Q2,2023-04-25,25,1924716,33574623
control,2023Q2,2023-04-26,26,2002192,35576815
control,2023Q2,2023-04-27,27,1914042,37490857
control,2023Q2,2023-04-28,28,1654971,39145828
control,2023Q2,2023-04-29,29,418365,39564193
control,2023Q2,2023-04-30,30,425805,39989998
control,2023Q2,2023-05-01,31,1220648,41210646
control,2023Q2,2023-05-02,32,1840110,43050756
control,2023Q2,2023-05-03,33,1867474,44918230
control,2023Q2,2023-05-04,34,1896358,46814588
control,2023Q2,2023-05-05,35,1643607,48458195
control,2023Q2,2023-05-06,36,427306,48885501
control,2023Q2,2023-05-07,37,406062,49291563
control,2023Q2,2023-05-08,38,1796720,51088283
control,2023Q2,2023-05-09,39,1933781,53022064
control,2023Q2,2023-05-10,40,1837376,54859440
control,2023Q2,2023-05-11,41,1945362,56804802
control,2023Q2,2023-05-12,42,1696763,58501565
control,2023Q2,2023-05-13,43,397565,58899130
control,2023Q2,2023-05-14,44,399751,59298881
control,2023Q2,2023-05-15,45,1940400,61239281
control,2023Q2,2023-05-16,46,2015405,63254686
control,2023Q2,2023-05-17,47,1988328,65243014
control,2023Q2,2023-05-18,48,1716909,66959923
control,2023Q2,2023-05-19,49,1546075,68505998
control,2023Q2,2023-05-20,50,378675,68884673
control,2023Q2,2023-05-21,51,387685,69272358
control,2023Q2,2023-05-22,52,1817285,71089643
control,2023Q2,2023-05-23,53,2006776,73096419
control,2023Q2,2023-05-24,54,1974205,75070624
control,2023Q2,2023-05-25,55,1899340,76969964
control,2023Q2,2023-05-26,56,1627045,78597009
control,2023Q2,2023-05-27,57,373296,78970305
control,2023Q2,2023-05-28,58,400627,79370932
control,2023Q2,2023-05-29,59,1294919,80665851
control,2023Q2,2023-05-30,60,1900669,82566520
control,2023Q2,2023-05-31,61,1994678,84561198
control,2023Q2,2023-06-01,62,2029033,86590231
control,2023Q2,2023-06-02,63,1717411,88307642
control,2023Q2,2023-06-03,64,387297,88694939
control,2023Q2,2023-06-04,65,395597,89090536
control,2023Q2,2023-06-05,66,1899420,90989956
control,2023Q2,2023-06-06,67,1984714,92974670
control,2023Q2,2023-06-07,68,1980161,94954831
control,2023Q2,2023-06-08,69,1877658,96832489
control,2023Q2,2023-06-09,70,1676508,98508997
control,2023Q2,2023-06-10,71,396311,98905308
control,2023Q2,2023-06-11,72,385082,99290390
control,2023Q2,2023-06-12,73,1879874,101170264
control,2023Q2,2023-06-13,74,2079991,103250255
control,2023Q2,2023-06-14,75,2069114,105319369
control,2023Q2,2023-06-15,76,2009850,107329219
control,2023Q2,2023-06-16,77,1698980,109028199
control,2023Q2,2023-06-17,78,401702,109429901
control,2023Q2,2023-06-18,79,398692,109828593
control,2023Q2,2023-06-19,80,1727680,111556273
control,2023Q2,2023-06-20,81,2018136,113574409
control,2023Q2,2023-06-21,82,2058840,115633249
control,2023Q2,2023-06-22,83,1981465,117614714
control,2023Q2,2023-06-23,84,1674478,119289192
control,2023Q2,2023-06-24,85,395792,119684984
control,2023Q2,2023-06-25,86,422100,120107084
control,2023Q2,2023-06-26,87,1976159,122083243
control,2023Q2,2023-06-27,88,2101609,124184852
control,2023Q2,2023-06-28,89,2054497,126239349
control,2023Q2,2023-06-29,90,1942433,128181782
control,2023Q2,2023-06-30,91,1689969,129871751
control,2023Q3,2023-07-01,1,444987,444987
control,2023Q3,2023-07-02,2,414330,859317
control,2023Q3,2023-07-03,3,1715758,2575075
control,2023Q3,2023-07-04,4,1642934,4218009
control,2023Q3,2023-07-05,5,1977837,6195846
control,2023Q3,2023-07-06,6,2048847,8244693
control,2023Q3,2023-07-07,7,1762750,10007443
control,2023Q3,2023-07-08,8,445405,10452848
control,2023Q3,2023-07-09,9,445194,10898042
control,2023Q3,2023-07-10,10,2107012,13005054
control,2023Q3,2023-07-11,11,2375825,15380879
control,2023Q3,2023-07-12,12,2322866,17703745
control,2023Q3,2023-07-13,13,2278866,19982611
